Date,Open,High,Low,Close,Adj Close,Volume
2019-11-19,6136.937012,6152.089844,6113.333008,6152.089844,6152.089844,51414200
2019-11-20,6136.252930,6167.411133,6123.584961,6155.108887,6155.108887,51663000
2019-11-21,6135.764160,6137.270996,6099.567871,6117.363770,6117.363770,50800300
2019-11-22,6115.791016,6122.480957,6086.827148,6100.242188,6100.242188,51362000
2019-11-25,6094.748047,6105.097168,6052.265137,6070.762207,6070.762207,48496000
2019-11-26,6091.237793,6096.661133,6026.187988,6026.187988,6026.187988,81161800
2019-11-27,6025.940918,6052.492188,6002.987793,6023.039063,6023.039063,57364300
2019-11-28,6013.270996,6036.828125,5945.750000,5953.060059,5953.060059,51713900
2019-11-29,5949.883789,6015.699219,5939.403809,6011.830078,6011.830078,51024700
2019-12-02,6023.611816,6130.055176,6023.009766,6130.055176,6130.055176,52565500
2019-12-03,6119.901855,6148.366211,6107.642090,6133.895996,6133.895996,52634500
2019-12-04,6121.333008,6127.977051,6095.306152,6112.878906,6112.878906,50339400
2019-12-05,6132.039063,6157.931152,6131.588867,6152.117188,6152.117188,52261600
2019-12-06,6160.783203,6186.868164,6145.119141,6186.868164,6186.868164,49098600
2019-12-09,6194.082031,6210.778809,6180.836914,6193.791016,6193.791016,54834500
2019-12-10,6186.752930,6205.133789,6179.518066,6183.504883,6183.504883,51058500
2019-12-11,6190.577148,6204.604004,6171.926758,6180.099121,6180.099121,49556800
2019-12-12,6185.417969,6201.023926,6139.396973,6139.396973,6139.396973,51845400
2019-12-13,6181.055176,6197.317871,6167.640137,6197.317871,6197.317871,48546800
2019-12-16,6197.313965,6237.916016,6197.313965,6211.591797,6211.591797,55299700
2019-12-17,6223.442871,6244.352051,6205.627930,6244.352051,6244.352051,53264500
2019-12-18,6287.250000,6287.250000,6287.250000,6287.250000,6287.250000,0
2019-12-19,6274.388184,6281.416016,6235.844238,6249.930176,6249.930176,47624800
2019-12-20,6257.160156,6284.372070,6231.465820,6284.372070,6284.372070,52766200
2019-12-23,6309.670898,6315.721191,6270.539063,6305.910156,6305.910156,39077900
2019-12-26,6303.059082,6326.268066,6303.059082,6319.442871,6319.442871,33608900
2019-12-27,6321.568848,6337.335938,6312.380859,6329.313965,6329.313965,42100200
2019-12-30,6329.134766,6336.919922,6289.546875,6299.539063,6299.539063,47557400
2020-01-02,6313.127930,6317.013184,6263.675781,6283.581055,6283.581055,33043700
2020-01-03,6306.187012,6323.465820,6287.706055,6323.465820,6323.465820,44625300
2020-01-06,6293.499023,6300.436035,6252.634766,6257.402832,6257.402832,41421300
2020-01-07,6272.220215,6284.892090,6246.128906,6279.346191,6279.346191,39441600
2020-01-08,6248.442871,6250.122070,6218.129883,6225.686035,6225.686035,44622600
2020-01-09,6248.661133,6274.493164,6238.982910,6274.493164,6274.493164,41868400
2020-01-10,6287.166992,6295.370117,6271.979980,6274.940918,6274.940918,52213500
2020-01-13,6287.912109,6297.775879,6269.480957,6296.566895,6296.566895,44003800
2020-01-14,6308.890137,6325.405762,6298.607910,6325.405762,6325.405762,44467400
2020-01-15,6326.166016,6348.525879,6255.498047,6283.365234,6283.365234,51089200
2020-01-16,6275.956055,6299.541016,6255.493164,6286.047852,6286.047852,42118300
2020-01-17,6293.782227,6301.484863,6266.932129,6291.657227,6291.657227,37597900
2020-01-20,6310.500977,6312.988770,6240.189941,6245.042969,6245.042969,38818200
2020-01-21,6251.997070,6257.884766,6226.063965,6238.152832,6238.152832,41929600
2020-01-22,6241.575195,6265.514160,6223.189941,6233.453125,6233.453125,51077800
2020-01-23,6243.998047,6255.042969,6229.130859,6249.209961,6249.209961,41256500
2020-01-24,6242.834961,6258.851074,6234.825195,6244.108887,6244.108887,38828900
2020-01-27,6240.817871,6242.176758,6130.928223,6133.208008,6133.208008,43723000
2020-01-28,6111.184082,6111.184082,6111.184082,6111.184082,6111.184082,0
2020-01-29,6123.095215,6152.588867,6102.795898,6113.044922,6113.044922,34605300
2020-01-30,6057.596191,6057.596191,6057.596191,6057.596191,6057.596191,0
2020-01-31,6076.458984,6078.930176,5937.021973,5940.047852,5940.047852,41508700
2020-02-03,5920.967773,5942.782227,5877.201172,5884.169922,5884.169922,34951000
2020-02-04,5947.506836,5952.946777,5911.375000,5922.338867,5922.338867,36217700
2020-02-05,5955.519043,5978.509766,5924.374023,5978.509766,5978.509766,39786600
2020-02-06,5987.145020,5987.145020,5987.145020,5987.145020,5987.145020,0
2020-02-07,5988.058105,6004.812012,5981.644043,5999.606934,5999.606934,35281700
2020-02-10,5993.376953,5996.465820,5937.380859,5952.083008,5952.083008,34305400
2020-02-11,5954.396973,5954.396973,5954.396973,5954.396973,5954.396973,0
2020-02-12,5957.060059,5962.347168,5895.724121,5913.081055,5913.081055,29256800
2020-02-13,5921.912109,5929.499023,5860.254883,5871.954102,5871.954102,33248200
2020-02-14,5857.721191,5890.028809,5843.432129,5866.944824,5866.944824,27655200
2020-02-17,5863.914063,5878.463867,5853.598145,5867.522949,5867.522949,28723300
2020-02-18,5856.880859,5907.139160,5855.924805,5886.961914,5886.961914,34641400
2020-02-19,5898.899902,5928.791016,5898.701172,5928.791016,5928.791016,34517800
2020-02-20,5941.450195,5960.712891,5929.145020,5942.486816,5942.486816,37350100
2020-02-21,5940.785156,5944.205078,5873.731934,5882.254883,5882.254883,36665400
2020-02-24,5846.145996,5863.124023,5787.919922,5807.049805,5807.049805,40039600
2020-02-25,5784.736816,5814.679199,5752.334961,5787.138184,5787.138184,39502600
2020-02-26,5757.166992,5757.740234,5688.920898,5688.920898,5688.920898,39521300
2020-02-27,5680.437012,5684.286133,5526.816895,5535.693848,5535.693848,41308700
2020-02-28,5436.171875,5456.275879,5288.370117,5452.704102,5452.704102,49636800
2020-03-02,5455.045898,5491.134766,5354.620117,5361.246094,5361.246094,40235000
2020-03-03,5431.295898,5545.773926,5431.295898,5518.627930,5518.627930,42974300
2020-03-04,5524.094238,5651.854980,5516.805176,5650.136230,5650.136230,45255400
2020-03-05,5688.778809,5715.940918,5613.719238,5638.129883,5638.129883,40684000
2020-03-06,5575.565918,5577.801758,5498.540039,5498.540039,5498.540039,32430900
2020-03-09,5364.604004,5364.604004,5133.150879,5136.809082,5136.809082,42737600
2020-03-10,5149.493164,5278.422852,5149.452148,5220.826172,5220.826172,44495700
2020-03-11,5231.608887,5264.479980,5112.318848,5154.104980,5154.104980,46650100
2020-03-12,5040.964844,5040.987793,4895.748047,4895.748047,4895.748047,36992900
2020-03-13,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,46288600
2020-03-16,4907.570801,4907.570801,4677.750000,4690.657227,4690.657227,30471900
2020-03-17,4690.657227,4698.043945,4447.956055,4456.749023,4456.749023,30662200
2020-03-18,4456.749023,4473.824219,4284.674805,4330.673828,4330.673828,38642900
2020-03-19,4330.673828,4330.673828,4093.714111,4105.421875,4105.421875,26383700
2020-03-20,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300
2020-03-23,4194.943848,4194.943848,3975.190918,3989.517090,3989.517090,32514300
2020-03-24,3989.517090,4123.562012,3911.716064,3937.632080,3937.632080,45744100
2020-03-26,3937.632080,4370.660156,3935.914063,4338.903809,4338.903809,81100100
2020-03-27,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100
2020-03-30,4545.570801,4545.570801,4317.713867,4414.500000,4414.500000,27552200
2020-03-31,4414.500000,4569.473145,4414.500000,4538.930176,4538.930176,43426600
2020-04-01,4538.930176,4627.417969,4445.138184,4466.037109,4466.037109,41848000
2020-04-02,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500
2020-04-03,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300
2020-04-06,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,70452900
2020-04-07,4778.639160,4778.639160,4778.639160,4778.639160,4778.639160,0
2020-04-08,4778.639160,4780.214844,4583.900879,4626.694824,4626.694824,45557700
2020-04-09,4626.694824,4669.709961,4562.901855,4649.079102,4649.079102,53523100
2020-04-13,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,45586600
2020-04-14,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,55226400
2020-04-15,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,63059600
2020-04-16,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0
2020-04-17,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300
2020-04-20,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,52113500
2020-04-21,4575.904785,4575.904785,4482.639160,4501.918945,4501.918945,42328500
2020-04-22,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,48368900
2020-04-23,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,49463700
2020-04-24,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600
2020-04-27,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,36774700
2020-04-28,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,45440500
2020-04-29,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,41461800
2020-04-30,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700
2020-05-04,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,39084200
2020-05-05,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,47829500
2020-05-06,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300
2020-05-08,4608.790039,4630.588867,4586.738770,4597.430176,4597.430176,47798700
2020-05-11,4597.430176,4659.861816,4597.430176,4639.104980,4639.104980,45461000
2020-05-12,4639.104980,4644.134766,4552.387207,4588.733887,4588.733887,46906900
2020-05-13,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,45092300
2020-05-14,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,47342600
2020-05-15,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200
2020-05-18,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,45156900
2020-05-19,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,51665300
2020-05-20,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800
2020-05-26,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,53757500
2020-05-27,4626.798828,4641.555176,4597.372070,4641.555176,4641.555176,60985400
2020-05-28,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,68549600
2020-05-29,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300
2020-06-02,4753.611816,4884.011230,4753.611816,4847.506836,4847.506836,73135500
2020-06-03,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,101631500
2020-06-04,4941.005859,5014.764160,4899.390137,4916.704102,4916.704102,110933800
2020-06-05,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800
2020-06-08,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,138169200
2020-06-09,5070.561035,5139.405762,5023.767090,5035.055176,5035.055176,115140600
2020-06-10,5035.055176,5036.855957,4892.817871,4920.682129,4920.682129,84234700
2020-06-11,4920.682129,4931.242188,4812.192871,4854.753906,4854.753906,71655200
2020-06-12,4854.753906,4880.358887,4712.073242,4880.358887,4880.358887,80885000
2020-06-15,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,64138400
2020-06-16,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,75836700
2020-06-17,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,68366200
2020-06-18,4987.775879,4993.613770,4925.248047,4925.248047,4925.248047,70877500
2020-06-19,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700
2020-06-22,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,47869800
2020-06-23,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,54884300
2020-06-24,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,62466500
2020-06-25,4964.734863,4964.734863,4883.709961,4896.729980,4896.729980,50705900
2020-06-26,4896.729980,4941.138184,4882.141113,4904.087891,4904.087891,44280300
2020-06-29,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,44174500
2020-06-30,4901.817871,4939.839844,4894.120117,4905.392090,4905.392090,51279100
2020-07-01,4905.392090,4928.611816,4885.602051,4914.388184,4914.388184,43243400
2020-07-02,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200
2020-07-03,4966.779785,4997.481934,4964.107910,4973.793945,4973.793945,55723400
2020-07-06,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,64282100
2020-07-07,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,72834600
2020-07-08,4987.082031,5080.251953,4985.017090,5076.173828,5076.173828,73499000
2020-07-09,5076.173828,5111.563965,5041.930176,5052.793945,5052.793945,79794300
2020-07-10,5052.793945,5076.520996,5022.169922,5031.255859,5031.255859,67684500
2020-07-13,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,65331900
2020-07-14,5064.446777,5079.122070,5053.722168,5079.122070,5079.122070,71530500
2020-07-15,5079.122070,5116.463867,5069.380859,5075.797852,5075.797852,82580500
2020-07-16,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,68710400
2020-07-17,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100
2020-07-20,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,68632100
2020-07-21,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,83156800
2020-07-22,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,79454100
2020-07-23,5110.220215,5162.979980,5110.220215,5145.009766,5145.009766,98800000
2020-07-24,5145.011230,5149.589844,5074.492188,5082.991211,5082.991211,97013800
2020-07-27,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,103523300
2020-07-28,5116.666016,5143.286133,5097.418945,5112.988770,5112.988770,91890400
2020-07-29,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900
2020-08-03,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200
2020-08-04,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600
2020-08-05,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300
2020-08-06,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400
2020-08-07,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400
2020-08-10,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0
2020-08-11,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000
2020-08-12,5190.166016,5235.520020,5178.458984,5233.452148,5233.452148,96807400
2020-08-13,5233.452148,5279.349121,5218.413086,5239.250000,5239.250000,84601700
2020-08-14,5239.250000,5255.374023,5221.919922,5247.689941,5247.689941,70397600
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400
2020-08-24,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800
2020-08-25,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200
2020-08-26,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200
2020-08-27,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700
2020-08-28,5371.472168,5381.948242,5325.604980,5346.659180,5346.659180,107955900
2020-08-31,5346.659180,5369.446777,5233.143066,5238.486816,5238.486816,124088000
2020-09-01,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800
2020-09-02,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800
2020-09-03,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000
2020-09-04,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800
2020-09-07,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600
2020-09-08,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200
2020-09-09,5214.032227,5216.020020,5135.812012,5149.375977,5149.375977,101220300
2020-09-10,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,82384700
2020-09-11,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,125812400
2020-09-14,5060.023926,5161.828125,5059.267090,5161.828125,5161.828125,109865600
2020-09-15,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,113645500
2020-09-16,5108.127930,5117.287109,5051.753906,5058.481934,5058.481934,88769100
2020-09-17,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,85305000
2020-09-18,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,105751600
2020-09-21,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,106452100
2020-09-22,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,74792200
2020-09-23,4946.502930,4984.238770,4873.020996,4917.955078,4917.955078,70609200
2020-09-24,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,65673400
2020-09-25,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,88843900
2020-09-28,4962.953125,4991.762207,4905.511230,4906.547852,4906.547852,83772300
2020-09-29,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,86481700
2020-09-30,4896.432129,4903.863770,4841.361816,4870.039063,4870.039063,85378000
2020-10-01,4899.644043,4970.094238,4898.997070,4970.094238,4970.094238,96362100
2020-10-02,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300
2020-10-05,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100
2020-10-06,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800
2020-10-07,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700
2020-10-08,5018.736816,5039.142090,5001.519043,5039.142090,5039.142090,80288700
